codigo_anonimo,escuela_profesional,semestre_actual,sgpa_previo,cgpa_actual,creditos_completados,asistencia_promedio_pct,estado_observado,desaprobo_alguna_asignatura,horas_estudio_diarias,horas_redes_diarias,horas_habilidades_diarias,edad,ingreso_familiar_mensual_soles,beca_subvencion_economica,anio_egreso_secundaria,planea_matricularse_prox_ciclo,probabilidad_matricula_pct,motivo_no_matricula,promedio_final_ciclo_actual
P0902,Ingeniería de Sistemas,10,17.15,16.8,120,95.0,No,Sí,2.0,1.0,2.0,23,2966,No,2017,Sí,52,,14.884650422316234
P0903,Ingeniería de Sistemas,2,13.99,16.13,11,80.0,No,Sí,1.0,7.0,2.0,22,1577,No,2020,Sí,26,,6.85
P0904,Ingeniería de Sistemas,4,15.9,14.76,36,80.0,No,Sí,5.0,1.0,2.0,20,663,No,2020,No,27,Exceso de carga laboral,7.17
P0905,Ciencia de la Computación,1,0.08,0.0,0,100.0,Sí,Sí,8.0,2.0,1.0,19,600,No,2020,Sí,2,,3.38
P0906,Ingeniería de Sistemas,9,13.82,15.46,100,70.0,No,No,2.0,4.0,4.0,23,10000,No,2017,Sí,100,,13.42
P0907,Ingeniería de Software,9,6.47,12.48,117,45.0,Sí,Sí,2.0,3.0,2.0,20,4283,No,2020,Sí,37,,7.61
P0908,Ciencia de la Computación,9,11.06,14.76,117,100.0,No,Sí,3.0,4.0,3.0,21,2575,No,2020,Sí,58,,7.02
P0909,Ingeniería de Software,9,19.4,16.34,118,90.0,No,No,5.0,1.0,3.0,24,1019,No,2017,Sí,23,,14.66
P0910,Ciencia de la Computación,7,14.95,16.91,136,85.0,No,No,5.0,4.0,1.0,23,1294,No,2017,Sí,25,,12.12
P0911,Ingeniería de Sistemas,10,11.96,16.23,45,80.0,No,Sí,1.0,2.0,1.0,24,5272,No,2019,Sí,73,,7.56
P0912,Ingeniería de Software,10,17.01,19.3,130,99.0,No,No,8.0,2.0,3.0,23,978,No,2018,Sí,29,,13.4
P0913,Ingeniería de Software,4,18.57,17.69,35,70.0,No,No,2.0,4.0,4.0,19,2073,No,2020,Sí,32,,11.94
P0914,Ingeniería de Software,8,16.6,19.25,88,90.0,No,No,2.0,1.0,2.0,19,1516,No,2019,Sí,20,,14.56
P0915,Ciencia de la Computación,8,7.64,12.83,143,100.0,Sí,Sí,3.0,2.0,1.0,25,10000,No,2018,Sí,98,,4.53
P0916,Ingeniería de Software,7,9.3,17.21,100,90.0,Sí,Sí,4.0,5.0,2.0,19,1888,No,2021,Sí,28,,6.89
P0917,Ciencia de la Computación,10,14.31,18.58,136,100.0,No,Sí,1.0,2.0,2.0,22,3527,No,2020,Sí,75,,10.85
P0918,Ingeniería de Software,9,10.86,17.86,60,90.0,No,Sí,5.0,6.0,2.0,24,1724,No,2019,Sí,32,,9.23
P0919,Ingeniería de Software,5,13.41,16.53,50,80.0,No,Sí,3.0,3.0,1.0,21,2704,No,2019,Sí,30,,7.26
P0920,Ingeniería de Software,9,7.87,14.75,116,100.0,No,Sí,3.0,3.0,2.0,20,9205,No,2020,Sí,82,,9.01
P0921,Ingeniería de Software,8,15.64,16.69,123,90.0,No,Sí,6.0,6.0,5.0,23,2366,No,2018,No,42,Falta de motivación,10.33
P0922,Ingeniería de Sistemas,2,12.91,15.71,11,100.0,No,Sí,7.0,1.0,3.0,21,2036,No,2020,Sí,39,,6.31
P0923,Ingeniería de Software,9,17.06,16.4,122,100.0,No,No,5.0,3.0,2.0,22,2368,No,2017,Sí,52,,11.99
P0924,Ingeniería de Sistemas,2,19.29,17.62,11,98.0,No,No,2.0,4.0,2.0,20,2267,No,2020,Sí,44,,15.53
P0925,Ingeniería de Sistemas,8,16.93,17.24,87,80.0,No,Sí,2.0,1.0,3.0,21,2449,No,2019,Sí,43,,7.62
P0926,Ingeniería de Sistemas,2,20.0,19.31,11,100.0,No,No,3.0,5.0,2.0,21,1611,No,2021,Sí,34,,16.2
P0927,Ingeniería de Sistemas,9,13.13,19.89,139,100.0,No,Sí,6.0,2.0,3.0,21,4636,No,2019,Sí,86,,6.96
P0928,Ingeniería de Sistemas,10,12.89,19.64,126,80.0,No,Sí,6.0,3.0,2.0,21,4963,No,2018,Sí,63,,6.54
P0929,Ciencia de la Computación,10,8.13,14.48,133,70.0,Sí,Sí,3.0,3.0,3.0,21,5309,No,2018,Sí,46,,6.2
P0930,Ingeniería de Sistemas,7,18.48,17.46,129,100.0,No,No,4.0,3.0,2.0,25,3598,No,2016,Sí,64,,11.71
P0931,Ingeniería de Sistemas,9,7.57,12.36,143,81.0,Sí,Sí,4.0,3.0,2.0,25,5094,No,2018,No,53,Bajo rendimiento,6.14
P0932,Ingeniería de Sistemas,8,12.09,18.29,124,100.0,No,Sí,5.0,8.0,3.0,20,4989,No,2021,Sí,61,,7.23
P0933,Ingeniería de Sistemas,3,16.38,16.88,27,37.0,No,No,3.0,4.0,1.0,22,1318,No,2020,Sí,20,,12.33
P0934,Ingeniería de Sistemas,10,7.66,12.63,139,79.0,No,Sí,2.0,3.0,2.0,21,2446,No,2020,Sí,17,,7.44
P0935,Ingeniería de Sistemas,3,17.02,16.42,23,85.0,No,No,1.0,2.0,1.0,19,3747,No,2020,No,61,Salud u otros,12.05
P0936,Ingeniería de Sistemas,8,17.23,16.24,85,100.0,No,No,6.0,2.0,3.0,21,3612,No,2019,No,43,Bajo rendimiento,13.56
P0937,Ciencia de la Computación,2,18.34,17.52,12,90.0,No,No,1.0,2.0,1.0,21,2261,No,2019,Sí,47,,13.08
P0938,Ingeniería de Software,6,19.1,18.11,72,90.0,No,No,2.0,4.0,2.0,20,2690,No,2019,No,44,Exceso de carga laboral,11.69
P0939,Ingeniería de Sistemas,7,11.98,14.15,130,90.0,No,Sí,2.0,2.0,4.0,24,3575,No,2017,No,59,Problemas económicos,8.44
P0940,Ingeniería de Sistemas,4,13.19,14.74,36,70.0,No,Sí,3.0,2.0,2.0,19,1453,No,2020,No,23,Bajo rendimiento,6.53
P0941,Ingeniería de Software,2,13.43,16.22,11,98.0,No,Sí,1.0,1.0,2.0,20,2473,No,2020,Sí,43,,8.76
P0942,Ingeniería de Software,4,12.16,16.65,36,90.0,No,Sí,3.0,2.0,3.0,20,968,No,2020,Sí,26,,6.31
P0943,Ingeniería de Software,2,13.46,16.21,11,90.0,No,Sí,5.0,2.0,1.0,21,1630,No,2021,Sí,23,,7.95
P0944,Ingeniería de Sistemas,1,0.0,0.0,0,85.0,Sí,Sí,4.0,5.0,0.0,19,2807,No,2021,No,0,Exceso de carga laboral,2.7
P0945,Ingeniería de Sistemas,5,9.86,14.03,60,100.0,No,Sí,2.0,3.0,2.0,20,5636,No,2021,Sí,74,,6.39
P0946,Ciencia de la Computación,9,9.32,15.87,137,70.0,Sí,Sí,3.0,3.0,2.0,21,2507,No,2019,No,32,Salud u otros,5.89
P0947,Ingeniería de Sistemas,8,13.55,19.61,141,100.0,No,Sí,6.0,7.0,4.0,22,9021,No,2019,Sí,87,,8.83
P0948,Ingeniería de Software,10,12.47,16.78,116,100.0,No,Sí,3.0,2.0,2.0,24,4468,No,2019,Sí,62,,9.02
P0949,Ingeniería de Software,9,12.07,15.76,126,100.0,No,Sí,1.0,2.0,2.0,23,741,No,2017,No,30,Problemas económicos,8.88
P0950,Ingeniería de Sistemas,6,11.04,15.32,74,100.0,No,Sí,3.0,2.0,2.0,21,5077,No,2021,Sí,83,,5.92
P0951,Ingeniería de Sistemas,8,13.49,16.26,88,100.0,No,Sí,1.0,15.0,1.0,22,5000,No,2019,Sí,72,,9.3
P0952,Ingeniería de Sistemas,3,18.87,19.76,23,99.0,No,No,2.0,4.0,2.0,20,2792,No,2020,No,33,Bajo rendimiento,13.02
P0953,Ciencia de la Computación,1,0.96,0.0,0,100.0,Sí,Sí,2.0,8.0,1.0,23,2214,No,2019,No,4,Falta de motivación,0.0
P0954,Ingeniería de Software,2,18.84,18.31,11,100.0,No,No,5.0,3.0,3.0,19,2460,No,2020,Sí,57,,13.49
P0955,Ciencia de la Computación,8,18.99,18.15,83,95.0,No,No,3.0,1.0,1.0,21,5454,No,2019,Sí,81,,9.182623294566131
P0956,Ingeniería de Sistemas,5,18.98,17.64,55,90.0,No,No,6.0,2.0,3.0,21,2844,No,2020,Sí,57,,12.11
P0957,Ingeniería de Sistemas,2,15.1,14.21,12,90.0,No,No,2.0,3.0,2.0,20,1486,No,2019,Sí,35,,11.1
P0958,Ingeniería de Sistemas,5,13.35,17.81,130,90.0,No,Sí,3.0,6.0,4.0,23,3627,No,2019,Sí,49,,10.78
P0959,Ingeniería de Sistemas,2,19.82,19.15,11,95.0,No,Sí,2.0,2.0,1.0,20,2455,No,2020,Sí,47,,10.17
P0960,Ingeniería de Software,3,10.78,14.19,23,77.0,No,No,3.0,4.0,3.0,19,4568,No,2020,Sí,63,,12.63
P0961,Ingeniería de Sistemas,2,12.7,16.19,11,100.0,No,Sí,4.0,4.0,2.0,20,2026,No,2019,No,38,Salud u otros,9.12
P0962,Ingeniería de Software,9,14.37,14.87,136,97.0,No,No,4.0,1.0,2.0,24,1403,No,2018,Sí,41,,11.47
P0963,Ingeniería de Sistemas,10,14.78,15.7,136,85.0,No,No,5.0,4.0,1.0,23,1183,No,2017,Sí,32,,11.57
P0964,Ingeniería de Sistemas,8,13.53,14.9,70,88.0,No,Sí,3.0,3.0,5.0,21,2014,No,2018,Sí,30,,10.14
P0965,Ingeniería de Software,8,15.12,14.99,88,90.0,No,No,4.0,4.0,2.0,22,765,No,2019,Sí,14,,15.451570254529713
P0966,Ingeniería de Sistemas,2,13.62,16.8,11,100.0,No,Sí,2.0,1.0,2.0,21,611,No,2020,Sí,20,,9.98
P0967,Ingeniería de Software,10,7.56,12.69,137,100.0,Sí,Sí,2.0,2.0,4.0,20,5128,No,2020,Sí,54,,9.14
P0968,Ingeniería de Sistemas,10,9.88,16.34,119,100.0,Sí,Sí,3.0,9.0,4.0,20,6787,No,2020,Sí,69,,6.15
P0969,Ingeniería de Software,6,9.64,15.22,109,80.0,No,Sí,3.0,7.0,2.0,22,2673,No,2021,Sí,48,,8.54
P0970,Ingeniería de Sistemas,6,8.59,14.98,80,56.0,No,Sí,2.0,2.0,2.0,20,4229,No,2020,No,55,Salud u otros,4.44
P0971,Ingeniería de Software,1,19.72,20.0,12,100.0,No,Sí,2.0,8.0,2.0,19,2112,No,2020,Sí,39,,10.68
P0972,Ingeniería de Software,1,-0.0,0.0,0,100.0,No,Sí,4.0,3.0,1.0,19,5703,No,2020,Sí,55,,3.02
P0973,Ingeniería de Sistemas,8,13.84,14.87,126,90.0,No,No,2.0,3.0,3.0,25,3550,No,2014,Sí,67,,11.75
P0974,Ingeniería de Software,7,12.03,18.81,104,100.0,No,Sí,5.0,2.0,4.0,20,10000,No,2021,Sí,100,,9.25
P0975,Ingeniería de Software,5,10.85,16.11,87,100.0,No,Sí,6.0,3.0,2.0,20,4019,No,2021,Sí,77,,8.75
P0976,Ingeniería de Sistemas,2,18.0,17.59,14,90.0,No,No,5.0,3.0,1.0,20,1358,No,2020,Sí,17,,12.63
P0977,Ingeniería de Software,7,11.87,12.37,65,80.0,No,Sí,2.0,1.0,1.0,20,1997,No,2019,No,33,Bajo rendimiento,7.27
P0978,Ingeniería de Sistemas,9,9.66,14.61,100,50.0,No,Sí,1.0,8.0,1.0,22,4112,No,2021,No,49,Exceso de carga laboral,4.53
P0979,Ingeniería de Sistemas,8,6.46,13.02,136,100.0,No,Sí,2.0,3.0,2.0,20,3834,No,2020,Sí,53,,1.27
P0980,Ciencia de la Computación,8,13.17,18.19,99,100.0,No,No,4.0,3.0,1.0,20,4760,No,2021,No,60,Problemas económicos,11.3
P0981,Ingeniería de Sistemas,2,19.53,18.81,11,98.0,No,No,4.0,3.0,3.0,20,3612,No,2020,Sí,62,,14.41
P0982,Ingeniería de Software,3,19.62,18.01,23,100.0,No,No,4.0,2.0,3.0,21,1759,No,2020,Sí,15,,12.49
P0983,Ingeniería de Sistemas,9,14.33,16.93,103,95.0,No,Sí,3.0,3.0,2.0,22,2657,No,2018,No,50,Bajo rendimiento,10.39
P0984,Ingeniería de Sistemas,2,13.89,15.57,12,90.0,No,Sí,2.0,10.0,3.0,20,1568,No,2020,Sí,22,,10.32
P0985,Ingeniería de Software,4,16.96,18.83,27,90.0,No,Sí,4.0,1.0,2.0,21,2510,No,2019,No,41,Bajo rendimiento,8.74
P0986,Ingeniería de Sistemas,8,7.17,13.06,143,54.0,Sí,Sí,2.0,3.0,4.0,20,4563,No,2020,Sí,29,,5.59
P0987,Ingeniería de Sistemas,2,17.61,18.41,13,97.0,No,Sí,3.0,1.0,3.0,21,2145,No,2020,Sí,25,,9.84
P0988,Ingeniería de Sistemas,6,6.99,13.18,77,100.0,Sí,Sí,3.0,2.0,4.0,21,7705,No,2021,Sí,78,,5.89
P0989,Ciencia de la Computación,2,15.12,16.47,14,80.0,No,No,4.0,1.0,1.0,21,1213,No,2020,No,18,Problemas económicos,11.65
P0990,Ingeniería de Sistemas,9,7.07,13.56,107,35.0,Sí,Sí,2.0,2.0,1.0,20,3266,No,2020,Sí,12,,7.67
P0991,Ingeniería de Software,8,13.36,19.12,136,100.0,No,Sí,2.0,3.0,2.0,20,2554,No,2020,No,49,Salud u otros,9.39
P0992,Ingeniería de Sistemas,6,15.16,15.66,70,85.0,No,Sí,4.0,4.0,3.0,22,1015,No,2019,Sí,25,,9.07
P0993,Ingeniería de Software,8,15.65,16.93,140,80.0,No,Sí,4.0,8.0,10.0,24,2042,No,2016,No,42,Exceso de carga laboral,10.73
P0994,Ingeniería de Sistemas,8,17.15,15.69,114,90.0,No,No,5.0,3.0,2.0,23,1594,No,2018,Sí,32,,12.66
P0995,Ingeniería de Software,2,15.41,15.3,11,98.0,No,Sí,4.0,2.0,2.0,22,1329,No,2020,Sí,20,,12.615334895596433
P0996,Ingeniería de Sistemas,2,12.92,16.08,11,80.0,No,Sí,1.0,7.0,2.0,22,1805,No,2020,No,15,Problemas económicos,5.92
P0997,Ingeniería de Software,6,6.71,12.84,77,100.0,No,Sí,3.0,2.0,4.0,21,7957,No,2021,Sí,85,,5.71
P0998,Ingeniería de Sistemas,5,13.95,13.6,40,70.0,No,Sí,3.0,10.0,3.0,21,10000,No,2020,Sí,95,,5.205198682680419
P0999,Ingeniería de Sistemas,2,17.35,16.78,11,100.0,No,No,4.0,2.0,2.0,20,1301,No,2020,No,38,Bajo rendimiento,11.76
P1000,Ingeniería de Sistemas,8,8.57,12.44,143,81.0,Sí,Sí,4.0,3.0,2.0,25,5481,No,2018,No,45,Falta de motivación,8.16
P1001,Ingeniería de Sistemas,7,11.25,15.34,111,100.0,No,No,4.0,5.0,2.0,22,2320,No,2021,No,54,Exceso de carga laboral,11.52
P1002,Ingeniería de Software,8,14.62,15.26,87,90.0,No,No,1.0,1.0,1.0,21,1533,No,2019,Sí,43,,12.04
P1003,Ingeniería de Sistemas,9,8.18,14.61,116,100.0,Sí,Sí,3.0,3.0,2.0,20,9164,No,2020,Sí,100,,7.71
P1004,Ingeniería de Software,4,12.97,14.51,36,80.0,No,Sí,2.0,2.0,4.0,20,1942,No,2020,Sí,26,,6.01
P1005,Ingeniería de Software,10,13.24,14.71,106,80.0,No,Sí,2.0,3.0,5.0,24,4015,No,2017,Sí,50,,9.85
P1006,Ingeniería de Sistemas,9,14.42,18.44,120,100.0,No,Sí,2.0,3.0,2.0,21,5957,No,2020,Sí,91,,7.1
P1007,Ingeniería de Sistemas,7,10.92,13.63,103,85.0,No,Sí,4.0,1.0,1.0,24,1150,No,2018,Sí,29,,9.6
P1008,Ingeniería de Software,4,7.07,15.31,67,85.0,Sí,Sí,3.0,2.0,2.0,20,3337,No,2021,No,31,Bajo rendimiento,1.99
P1009,Ingeniería de Software,3,10.86,10.98,25,88.0,No,Sí,2.0,1.0,1.0,21,2129,No,2019,No,48,Problemas económicos,9.57
P1010,Ingeniería de Sistemas,6,15.6,16.57,70,85.0,No,Sí,4.0,4.0,3.0,22,1276,No,2019,Sí,26,,10.96
P1011,Ingeniería de Software,7,14.23,16.24,136,97.0,No,Sí,4.0,2.0,4.0,23,1021,No,2017,Sí,22,,10.67
P1012,Ingeniería de Sistemas,3,14.19,14.84,23,100.0,No,Sí,3.0,1.0,1.0,21,3772,No,2020,Sí,75,,9.36
P1013,Ingeniería de Sistemas,5,10.91,15.78,107,100.0,No,Sí,4.0,8.0,3.0,21,5430,No,2021,Sí,77,,5.46
P1014,Ciencia de la Computación,2,16.19,17.93,13,97.0,No,No,3.0,1.0,3.0,21,2081,No,2020,Sí,43,,11.32
P1015,Ingeniería de Sistemas,3,18.52,18.54,25,99.0,No,No,4.0,1.0,2.0,21,1657,No,2019,No,37,Falta de motivación,12.11
P1016,Ciencia de la Computación,3,8.17,6.83,8,99.0,Sí,Sí,7.0,3.0,1.0,21,3623,No,2021,Sí,36,,7.15
P1017,Ingeniería de Software,7,13.99,17.27,88,78.0,No,Sí,3.0,2.0,2.0,21,6914,No,2020,Sí,75,,6.7
P1018,Ingeniería de Software,10,8.04,12.37,143,67.0,Sí,Sí,5.0,3.0,4.0,25,5488,No,2018,Sí,38,,5.09
P1019,Ingeniería de Sistemas,4,6.11,11.6,59,100.0,No,Sí,2.0,3.0,1.0,20,5474,No,2020,Sí,75,,7.99
P1020,Ingeniería de Sistemas,3,11.98,12.36,18,80.0,No,No,6.0,3.0,2.0,22,600,No,2020,No,10,Problemas económicos,13.21
P1021,Ingeniería de Software,7,17.18,18.64,75,98.0,No,No,0.0,2.0,0.0,22,3345,No,2019,Sí,67,,15.33
P1022,Ciencia de la Computación,6,8.31,13.04,71,100.0,No,Sí,3.0,2.0,2.0,22,5425,No,2021,Sí,74,,7.43
P1023,Ingeniería de Software,8,17.81,17.38,85,100.0,No,No,6.0,2.0,3.0,21,3972,No,2019,Sí,47,,9.743417039460855
P1024,Ingeniería de Sistemas,1,0.19,0.26,0,95.0,No,Sí,6.0,2.0,2.0,19,4177,No,2021,Sí,52,,1.97
P1025,Ingeniería de Sistemas,5,12.64,15.67,50,98.0,No,Sí,3.0,1.0,8.0,20,1120,No,2019,Sí,18,,6.98
P1026,Ciencia de la Computación,8,19.19,19.0,110,95.0,No,No,4.0,2.0,1.0,21,10000,No,2019,Sí,94,,15.96
P1027,Ingeniería de Sistemas,7,14.75,15.19,126,70.0,No,Sí,2.0,5.0,4.0,24,1286,No,2016,Sí,20,,14.553594975235496
P1028,Ingeniería de Sistemas,5,13.19,19.82,80,78.0,No,Sí,1.0,4.0,2.0,19,3092,No,2021,Sí,55,,9.52
P1029,Ingeniería de Sistemas,10,16.26,18.63,120,95.0,No,No,2.0,1.0,2.0,23,3001,No,2017,Sí,46,,11.4
P1030,Ciencia de la Computación,2,19.74,20.0,12,70.0,No,No,9.0,6.0,4.0,21,2007,No,2020,No,26,Problemas económicos,11.63
P1031,Ingeniería de Sistemas,2,18.74,19.91,12,85.0,No,No,1.0,4.0,0.0,21,2849,No,2020,Sí,53,,11.98
P1032,Ingeniería de Sistemas,7,13.38,18.52,109,100.0,No,Sí,4.0,6.0,1.0,20,5721,No,2019,Sí,79,,8.01
P1033,Ingeniería de Sistemas,8,20.0,20.0,60,100.0,No,No,0.0,3.0,4.0,21,2765,No,2018,No,52,Exceso de carga laboral,12.32
P1034,Ingeniería de Sistemas,8,16.04,18.82,95,97.0,No,Sí,3.0,2.0,2.0,20,2552,No,2019,Sí,52,,8.25
P1035,Ingeniería de Sistemas,9,9.93,16.1,143,80.0,No,No,5.0,11.0,2.0,22,3212,No,2018,Sí,49,,11.06
P1036,Ingeniería de Software,3,17.58,17.41,21,80.0,No,No,4.0,3.0,2.0,21,1557,No,2019,Sí,35,,11.57
P1037,Ingeniería de Software,7,6.92,11.81,79,75.0,No,Sí,1.0,1.0,1.0,20,3371,No,2019,Sí,35,,6.94
P1038,Ingeniería de Sistemas,2,18.76,19.15,11,100.0,No,No,4.0,2.0,12.0,21,2115,No,2020,No,50,Problemas económicos,12.04
P1039,Ciencia de la Computación,9,13.23,19.39,100,100.0,No,Sí,2.0,2.0,4.0,22,4715,No,2020,Sí,78,,6.54
P1040,Ingeniería de Sistemas,6,13.18,15.71,65,90.0,No,Sí,2.0,5.0,2.0,20,2387,No,2019,Sí,29,,6.51
P1041,Ingeniería de Sistemas,9,13.98,15.54,120,90.0,No,Sí,2.0,1.0,2.0,23,1782,No,2017,Sí,30,,5.27
P1042,Ingeniería de Software,9,17.32,17.04,90,85.0,No,No,1.0,1.0,2.0,24,2245,No,2017,Sí,45,,12.26
P1043,Ingeniería de Software,2,17.04,11.31,11,100.0,No,No,3.0,4.0,2.0,19,1310,No,2020,No,28,Bajo rendimiento,14.36
P1044,Ingeniería de Sistemas,5,7.66,12.56,68,54.0,Sí,Sí,2.0,2.0,2.0,21,5867,No,2021,Sí,48,,4.83
P1045,Ingeniería de Software,1,14.6,15.33,0,95.0,No,Sí,1.0,6.0,1.0,19,2837,No,2020,Sí,63,,9.93
P1046,Ingeniería de Sistemas,2,1.24,2.91,11,60.0,Sí,Sí,5.0,4.0,1.0,21,600,No,2020,No,0,Exceso de carga laboral,1.64
P1047,Ciencia de la Computación,8,12.84,18.65,143,43.0,No,No,2.0,2.0,2.0,25,4139,No,2019,Sí,48,,11.09
P1048,Ciencia de la Computación,7,14.09,16.05,77,85.0,No,Sí,1.0,1.0,1.0,26,2999,No,2012,Sí,42,,10.18
P1049,Ingeniería de Sistemas,1,0.0,0.0,0,97.0,No,Sí,0.0,3.0,1.0,20,2073,No,2020,No,12,Salud u otros,0.64
P1050,Ingeniería de Sistemas,10,13.27,18.31,140,65.0,No,No,1.0,3.0,2.0,24,6245,No,2018,Sí,79,,11.3
P1051,Ingeniería de Software,9,7.16,14.33,139,50.0,Sí,Sí,1.0,2.0,2.0,21,3658,No,2021,Sí,34,,8.17
P1052,Ingeniería de Sistemas,6,9.96,15.08,60,100.0,Sí,Sí,3.0,1.0,2.0,22,1250,No,2019,Sí,20,,7.48
P1053,Ciencia de la Computación,2,17.23,17.12,12,90.0,No,No,8.0,8.0,2.0,20,1446,No,2020,Sí,32,,12.87
P1054,Ingeniería de Sistemas,7,12.54,18.14,143,100.0,No,Sí,2.0,3.0,2.0,22,5760,No,2019,Sí,72,,8.27
P1055,Ingeniería de Software,1,0.0,0.29,0,100.0,No,Sí,2.0,1.0,1.0,20,10000,No,2020,Sí,92,,2.72
P1056,Ingeniería de Sistemas,9,9.67,15.77,131,70.0,Sí,Sí,3.0,7.0,1.0,20,2690,No,2020,No,21,Falta de motivación,3.15
P1057,Ingeniería de Sistemas,8,18.68,17.72,100,90.0,No,No,2.0,3.0,2.0,21,840,No,2018,Sí,37,,14.4
P1058,Ingeniería de Sistemas,6,14.29,19.32,77,78.0,No,Sí,2.0,3.0,1.0,21,2563,No,2021,No,32,Exceso de carga laboral,9.42
P1059,Ingeniería de Sistemas,10,14.24,15.79,77,80.0,No,Sí,2.0,3.0,2.0,26,1614,No,2014,Sí,44,,10.18
P1060,Ingeniería de Sistemas,9,8.65,16.11,137,100.0,No,Sí,3.0,6.0,3.0,22,4269,No,2019,Sí,49,,7.49
P1061,Ingeniería de Software,1,16.5,17.75,11,88.0,No,Sí,6.0,2.0,2.0,21,2017,No,2019,Sí,31,,10.31
P1062,Ciencia de la Computación,9,11.96,17.26,103,100.0,No,Sí,2.0,2.0,1.0,20,9926,No,2020,Sí,100,,10.09
P1063,Ingeniería de Software,1,19.7,19.37,28,90.0,No,No,4.0,1.0,3.0,20,1796,No,2020,Sí,36,,16.44
P1064,Ingeniería de Software,7,7.5,14.97,99,100.0,No,No,5.0,8.0,2.0,22,5172,No,2020,Sí,75,,11.78
P1065,Ingeniería de Sistemas,9,15.32,19.44,141,100.0,No,Sí,6.0,7.0,4.0,22,8985,No,2019,Sí,94,,9.39
P1066,Ingeniería de Sistemas,4,13.13,14.72,36,80.0,No,Sí,3.0,3.0,3.0,22,1485,No,2018,Sí,38,,10.98
P1067,Ciencia de la Computación,7,14.43,20.0,115,100.0,No,Sí,6.0,3.0,3.0,22,4943,No,2018,Sí,71,,10.61
P1068,Ingeniería de Software,2,16.27,17.39,13,90.0,No,No,3.0,2.0,2.0,20,2337,No,2020,Sí,31,,13.27
P1069,Ingeniería de Software,8,20.0,19.75,90,95.0,No,No,2.0,1.0,2.0,21,1789,No,2019,No,28,Salud u otros,15.78
P1070,Ingeniería de Sistemas,2,17.7,16.51,90,100.0,No,Sí,3.0,2.0,2.0,21,1476,No,2020,Sí,28,,10.73
P1071,Ingeniería de Sistemas,9,15.43,19.19,102,100.0,No,No,1.0,5.0,1.0,23,5042,No,2019,Sí,76,,7.564939277354699
P1072,Ingeniería de Sistemas,1,13.72,13.48,12,96.0,No,Sí,4.0,3.0,2.0,20,1251,No,2020,No,34,Bajo rendimiento,6.89
P1073,Ingeniería de Sistemas,8,6.34,13.71,98,50.0,Sí,Sí,2.0,2.0,2.0,22,3160,No,2020,Sí,18,,4.18
P1074,Ciencia de la Computación,7,17.87,19.22,127,99.0,No,Sí,4.0,10.0,2.0,22,3610,No,2018,Sí,59,,10.29
P1075,Ingeniería de Sistemas,7,12.51,14.87,130,90.0,No,No,2.0,2.0,4.0,24,3710,No,2017,Sí,55,,11.1
P1076,Ciencia de la Computación,4,13.95,15.12,36,88.0,No,Sí,1.0,2.0,1.0,20,3538,No,2020,No,58,Exceso de carga laboral,8.7
P1077,Ingeniería de Software,10,16.47,14.92,103,100.0,No,No,5.0,1.0,1.0,26,1386,No,2014,Sí,17,,12.86
P1078,Ingeniería de Sistemas,2,13.25,16.21,11,95.0,No,Sí,5.0,1.0,2.0,21,1841,No,2020,Sí,36,,10.4
P1079,Ciencia de la Computación,8,15.73,17.06,140,80.0,No,No,4.0,8.0,10.0,24,1963,No,2016,Sí,28,,12.21
P1080,Ciencia de la Computación,8,12.7,16.23,88,5.0,No,Sí,5.0,2.0,2.0,23,680,No,2018,No,19,Falta de motivación,5.25
P1081,Ingeniería de Sistemas,8,12.84,13.35,130,90.0,No,Sí,2.0,6.0,4.0,25,3145,No,2017,Sí,62,,7.67
P1082,Ingeniería de Sistemas,8,7.41,13.44,98,50.0,Sí,Sí,2.0,2.0,2.0,22,3144,No,2020,Sí,22,,3.89
P1083,Ingeniería de Software,4,18.72,18.25,35,96.0,No,No,2.0,3.0,1.0,21,5441,No,2020,Sí,76,,13.28
P1084,Ingeniería de Sistemas,4,18.17,16.22,35,70.0,No,No,2.0,4.0,4.0,19,2286,No,2020,Sí,32,,12.98
P1085,Ingeniería de Software,9,9.98,16.73,132,100.0,No,Sí,5.0,5.0,1.0,20,2733,No,2019,Sí,55,,10.71
P1086,Ingeniería de Sistemas,5,9.63,14.71,44,96.0,No,Sí,1.0,1.0,1.0,21,1028,No,2019,Sí,19,,7.48
P1087,Ingeniería de Sistemas,9,8.35,14.0,143,81.0,Sí,Sí,4.0,3.0,2.0,25,5467,No,2018,Sí,51,,5.59
P1088,Ciencia de la Computación,1,16.05,17.06,14,90.0,No,No,4.0,2.0,1.0,19,1522,No,2020,No,39,Bajo rendimiento,14.97
P1089,Ingeniería de Software,6,9.03,14.95,74,100.0,No,Sí,3.0,2.0,2.0,21,4540,No,2021,Sí,68,,5.3
P1090,Ingeniería de Software,2,15.16,13.95,15,80.0,No,No,4.0,3.0,3.0,22,3030,No,2018,Sí,53,,12.76
P1091,Ingeniería de Sistemas,8,12.77,16.24,77,80.0,No,Sí,2.0,3.0,2.0,26,1785,No,2014,No,40,Falta de motivación,7.37
P1092,Ingeniería de Sistemas,2,18.3,18.4,11,98.0,No,No,2.0,2.0,3.0,20,2543,No,2020,Sí,56,,14.01
